5.000000000000000278e-02,3.919337465753364863e-03
5.710526315789474783e-01,1.193241140352817864e-01
1.092105263157894912e+00,-1.822445789165026003e-02
1.613157894736842346e+00,-4.536976200268006965e-01
2.134210526315789558e+00,-5.845585108245413553e-01
2.655263157894736992e+00,-2.494080456503861010e-01
3.176315789473684426e+00,1.583917040568285362e-01
3.697368421052631859e+00,3.299374798672735087e-01
4.218421052631579293e+00,2.258032672373955496e-01
4.739473684210526727e+00,1.110060749653867529e-01
5.260526315789474161e+00,1.251497082359227242e-01
5.781578947368421595e+00,2.083280395199984536e-01
6.302631578947369029e+00,2.968832762375676615e-01
6.823684210526316463e+00,2.465091578600659972e-01
7.344736842105263896e+00,-2.063904135195351874e-02
7.865789473684211330e+00,-2.957866119231897239e-01
8.386842105263159652e+00,-2.262085359150762531e-01
8.907894736842106198e+00,5.788178295533340234e-02
9.428947368421052744e+00,2.057498841954885915e-01
9.949999999999999289e+00,2.128416519490294312e-01
